id,date,time,agency,subagency,location,purpose,notes
135567,4/17/2020,3:00 PM,West Virginia University Board of Governors, Special Board Meeting,Teleconference: Dial 888-394-8197; Code: 916691,"1. Call to Order; 2. Discuss and act upon matters relating to West Virginia Universitys ongoing response to the COVID-19 pandemic; 3. Possible Executive Session, under authority in West Virginia Code Section 6-9A-4(b)(9) and (12), to discuss confidential legal, personnel, and deliberative matters relating to West Virginia Universitys ongoing response to the COVID-19 pandemic 4. Possible discussion and/or action emanating from Executive Session, if any; and 5. Adjournment. ",
135574,4/17/2020,5:00 PM,"Medicine, Board of ", Executive/Management Committee,"101 Dee Drive, Suite 103 Charleston, WV 25311",The general purpose of this meeting is to discuss and transact business of the West Virginia Board of Medicine.,
135572,4/18/2020,3:00 PM,Calhoun County Solid Waste Authority,,"Cabot Recycling Station 2427 W Little Kanawha Hwy Grantsville, WV 26147",Regular Monthly Meetingteleconference 978-990-5000 access code 850234,
135559,4/20/2020,10:00 AM,West Virginia Racing Commission, Thoroughbred Racing & Greyhound Racing Rule Committees,Telephone conference call meeting. Call in number is 312 757 3111; Access Code: 638912285,To discuss possible rule amendments to Thoroughbred Racing and Greyhound Racing legislative rules for 2021 rulemaking cycle.,
135581,4/20/2020,11:30 AM,2020 Census West Virginia Complete Count Commission,,Conference Call 712-770-4010 access code 908-139,Update on Census operations and any emerging health concerns related to COVID-19. ,
135477,4/20/2020,12:00 PM,WV Statewide Independent Living Council, full council,"Originally scheduled in Wheeling, WV, but COVID-19 forced us to conduct remote meetings. Join the meeting with the info below. Computer: https://zoom.us/j/996395938 Meeting ID: 996 395 938 Dial-in: 1-646-558-8656 Meeting ID: 996 395 938","The West Virginia Statewide Independent Living Council, in cooperation with the West Virginia Centers for Independent Living, is conducting public meetings to receive comments on the draft State Plan for Independent Living for 2021-2023.",
135601,4/20/2020,1:00 PM,Pierpont Board of Governors,Pierpont Community & Technical College Finance and Administration Committee,Teleconference meeting format,Proposed tuition and fees for AY 2020-2021,This is an emergency meeting.
135533,4/20/2020,3:00 PM,Bluefield State College, Ad Hoc Committee on Athletics,"Boyd Conference Room Conley Hall - Room 201 Bluefield State College 219 Rock Street Bluefield, WV 24701 ",To consider matters related to intercollegiate athletics and athletic facilities/marketing at BSC,
135548,4/20/2020,4:00 PM,New River Gorge Regional Development Authority,,Zoom Meeting,Board Meeting,
135558,4/20/2020,7:00 PM,Veterinary Medicine WV Board of, Complaint Committee ,TELECONFERENCE CALL - EXECUTIVE SESSION,TO DISCUSS COMPLAINTS,
135447,4/21/2020,8:00 AM,Board of Governors,Glenville State College Board of Governance Committee,Meeting will be held via teleconference. Telephonic information will be posted on the Colleges BOG Meetings web-site prior to the meeting.,To discuss issues regarding Board Governance.,
135448,4/21/2020,9:00 AM,Board of Governors,Glenville State College Enrollment and Student Life Committee,Meeting will be held via teleconference. Telephonic information will be posted on the Colleges BOG Meetings web-site prior to the meeting.,To discuss issues regarding enrollment and student life.,
135449,4/21/2020,10:00 AM,Board of Governors,Glenville State College Academic Affairs Committee,Meeting will be held via teleconference. Telephonic information will be posted on the Colleges BOG Meetings web-site prior to the meeting.,To discuss issues regarding academic affairs.,
135450,4/21/2020,11:00 AM,Board of Governors,Glenville State College Business and Finance Committee,Meeting will be held via teleconference. Telephonic information will be posted on the Colleges BOG Meetings web-site prior to the meeting.,To discuss issues regarding business and finance.,
135588,4/21/2020,12:00 PM,"Medicine, Board of ", Complaint Committee,"101 Dee Drive, Suite 103 Charleston, WV 25311","The general purpose of this meeting is to discuss and transact business of the West Virginia Board of Medicine, including initiation and evaluation of complaints and disciplinary action relating to medical doctors, podiatric physicians, and physician assistants.",
135451,4/21/2020,1:00 PM,Board of GovernorsGlenville State College,,Meeting will be held via teleconference. Telephonic information will be posted on the Colleges BOG Meetings web-site prior to the meeting.,To discuss regular business of the Board.,
135579,4/21/2020,1:00 PM,Concord University Board of Governors ,,Zoom/ teleconference meeting. ,COVID 19 Response Updates and time sensitive academic action items. A full meeting agenda will be available prior to the BOG meeting on our website: www.concord.edu ,
134857,4/21/2020,2:00 PM,West Virginia Consolidated Public Retirement Board, Disability Review Committee,"4101 MacCorkle Avenue, SE Charleston, WV 25304",To conduct regular business.,
135144,4/21/2020,3:00 PM,MLK State Holiday CommissionHerbert Henderson Office of Minority Affairs,,West Virginia Bureau of Senior Services - 3rd Floor of Town Center Mall,MLK Monthly Meeting,
135580,4/21/2020,3:00 PM,Shepherd University Board of Governors,Shepherd University Finance Committee,"Digital Meeting, probably utilizing Zoom. Details will be posted on the University BoG Meetings web-site, in advance of the meeting.",Regular Meeting:  Review of HR Annual Report; Update on Institutional Finances; Update on Capital Projects,
135342,4/21/2020,6:00 PM,"Public Defender Corporation, 25th Circuit",,"320 Main St. Madison, WV 25130",Regular Meeting,
135504,4/22/2020,8:45 AM,Audit CommitteeWV Housing Development Fund,,Conference Call Phone: 800-804-5051 Conference Number: 8876533 Pin: 2917 ,Regular Meeting,
135491,4/22/2020,9:00 AM,Board of DirectorsWest Virginia Housing Development Fund,,Conference Call Phone: 800-804-5051 Conference Number: 8876533 Pin: 2917,Regular Meeting,
135422,4/22/2020,9:00 AM,"West Virginia Commission on the ArtsWest Virginia Department of Arts, Culture & History",,"The Culture Center 1900 Kanawha Boulevard East Charleston, WV 25301",To review and score Professional Development for Individual Artists grant applications. ,
135280,4/22/2020,10:00 AM,"Accountancy, WV Board of ", Complaint Committee,Via teleconference Please contact Board office at (304) 558-3557 for teleconference details,To review and consider recommendations regarding new and outstanding complaints,
134868,4/22/2020,10:00 AM,West Virginia Consolidated Public Retirement Board, Board of Trustees,"This meeting will be via conference call. The telephone number to call is 800-244-2500, when prompted enter the following participation code - 2870997# (You must enter #) If you have any questions please call 304-957-3540. ",To conduct regular business.,
135545,4/22/2020,12:00 PM,LotteryLottery,,"Conference call. To join, please dial 1-877-278-2734 PIN: 732018.",Set the agenda for the April 2020 monthly business meeting.,
135478,4/22/2020,12:00 PM,WV Statewide Independent Living Council, Full Council,"Originally scheduled in Elkins, WV, but COVID-19 forced us to conduct remote meetings. Join the meeting with the info below. Computer: https://zoom.us/j/550389894 Meeting ID: 550 389 894 Dial-in: 1-646-558-8656 Meeting ID: 550 389 894","The West Virginia Statewide Independent Living Council, in cooperation with the West Virginia Centers for Independent Living, is conducting public meetings to receive comments on the draft State Plan for Independent Living for 2021-2023.",
135584,4/22/2020,1:00 PM,Marshall University Board of Governors,Marshall University Athletic Committee,Teams Meeting Conference Call,Committee Meeting,
135593,4/22/2020,5:00 PM,Board of Governors Special MeetingSouthern WV Community and Technical College,,Join Zoom Meeting https://zoom.us/j/99885867058?pwd=K05ZNFJEZ2RvZlhyTm0ybGhoSUloZz09 Meeting ID: 998 8586 7058 Password: 819311 Dial: 1-646-876-9923 ,Meeting to discuss the Presidential search.,
133647,4/22/2020,5:00 PM,Cabell-Huntington Board of HealthCabell-Huntington Health Department,,"Cabell-Huntington Health Department 703 Seventh Ave Huntington, WV 25701",Regular Meeting,
135497,4/22/2020,6:00 PM,Board of TrusteesMonroe County Health Center,,"Monroe Health Center 200 Health Center Drive Union, WV 24983 Room: Learning Resource Center",Regular monthly Board of Trustee meeting to discuss operations.For a copy of the agenda call:  304-772-3064,
135586,4/23/2020,9:00 AM,Marshall University Board of Governors,Marshall University Academic and Student Affairs Committee,Teams Meeting Conference Call,Committee Meeting,
135585,4/23/2020,9:00 AM,Marshall University Board of Governors,"Marshall University Finance, Audit and Facilities Planning Committee",Teams Meeting conference call,Committee Meeting,
135563,4/23/2020,9:00 AM,WVDOT,WVDOH Materials Control Soils and Testing,"Online Virtual Meeting. To join, contact Dan Brayack - daniel.a.brayack@wv.gov",Materials Procedures Committee Meeting,
135583,4/23/2020,9:30 AM,WV Council for Community and Technical College Education,,Conference Call Meeting 1-646-558-8656 ID: 398-947-7805,Regular Business Meeting,
135541,4/23/2020,10:00 AM,WV Board of Treasury Investments, Audit Committee Meeting,Call-in Meeting: Dial-in number: (681) 245-7133 Conference ID: 833 531 844#,Regular Board Meeting. Agendas are posted at the WVBTI website: www.wvbti.org. All meetings will be held at their scheduled time or immediately upon conclusion of prior meeting.,
135587,4/23/2020,10:30 AM,Marshall University Board of Governors,Marshall University Board Meeting,Teams Meeting Conference Call/Virtual Meeting,Regular Board Meeting,
135542,4/23/2020,10:30 AM,WV Board of Treasury Investments, Investment Committee Meeting,Call-in Meeting: Dial-in number: (681) 245-7133 Conference ID: 833 531 844# ,Regular Board Meeting. Agendas are posted at the WVBTI website: www.wvbti.org. All meetings will be held at their scheduled time or immediately upon conclusion of prior meeting.,
134962,4/23/2020,11:00 AM,Local Workforce Development BoardWorkForce West Virginia ,,"WVDRS Nitro Office 10 McJunkin Road Nitro, WV 25143",To discuss regional activities under the Workforce Innovation and Opportunities Act of 2014.,
135543,4/23/2020,11:30 AM,WV Board of Treasury InvestmentsPersonnel & Governance Committee Meeting,,Call-in Meeting: Dial-in number: (681) 245-7133 Conference ID: 833 531 844# ,Regular Board Meeting. Agendas are posted at the WVBTI website: www.wvbti.org. All meetings will be held at their scheduled time or immediately upon conclusion of prior meeting.,
135544,4/23/2020,11:45 AM,WV Board of Treasury Investments, Quarterly Meeting,Call-in Meeting: Dial-in number: (681) 245-7133 Conference ID: 833 531 844# ,Regular Board Meeting. Agendas are posted at the WVBTI website: www.wvbti.org. All meetings will be held at their scheduled time or immediately upon conclusion of prior meeting.,
